"","OKR","date_or_period","category_or_dept","variable","value"
"747","obj4kr1",1557115200,"trash","perc closed in time",87
"748","obj4kr1",1558411200,"trash","perc closed in time",100
"749","obj4kr1",1558929600,"trash","perc closed in time",100
"750","obj4kr1",1559534400,"trash","perc closed in time",100
"751","obj4kr1",1560139200,"trash","perc closed in time",100
"752","obj4kr1",1560744000,"trash","perc closed in time",100
"753","obj4kr1",1561348800,"trash","perc closed in time",97
"754","obj4kr1",1556769600,"fire_response","perc closed in time",91
"755","obj4kr1",1557115200,"fire_response","perc closed in time",91
"756","obj4kr1",1558411200,"fire_response","perc closed in time",93
"757","obj4kr1",1558929600,"fire_response","perc closed in time",94
"758","obj4kr1",1559534400,"fire_response","perc closed in time",94
"759","obj4kr1",1560139200,"fire_response","perc closed in time",94
"760","obj4kr1",1560744000,"fire_response","perc closed in time",94
"761","obj4kr1",1561348800,"fire_response","perc closed in time",97
"762","obj4kr1",1558411200,"police_response","perc closed in time",79
"763","obj4kr1",1558929600,"police_response","perc closed in time",80
"764","obj4kr1",1559534400,"police_response","perc closed in time",80
"765","obj4kr1",1560139200,"police_response","perc closed in time",80
"766","obj4kr1",1560744000,"police_response","perc closed in time",77
"767","obj4kr1",1561348800,"police_response","perc closed in time",77
"768","obj4kr1",1558411200,"overgrowth","perc closed in time",88
"769","obj4kr1",1558929600,"overgrowth","perc closed in time",84
"770","obj4kr1",1559534400,"overgrowth","perc closed in time",86
"771","obj4kr1",1560139200,"overgrowth","perc closed in time",86
"772","obj4kr1",1560744000,"overgrowth","perc closed in time",85
"773","obj4kr1",1561348800,"overgrowth","perc closed in time",86
"774","obj4kr2",1556769600,"potholes","perc one time visit",68
"775","obj4kr2",1557115200,"potholes","perc one time visit",68
"776","obj4kr2",1557720000,"potholes","perc one time visit",68
"777","obj4kr2",1558411200,"potholes","perc one time visit",68
"778","obj4kr2",1558929600,"potholes","perc one time visit",68
"779","obj4kr2",1559534400,"potholes","perc one time visit",68
"780","obj4kr2",1560139200,"potholes","perc one time visit",68
"781","obj4kr2",1560744000,"potholes","perc one time visit",68
"782","obj4kr2",1561348800,"potholes","perc one time visit",68
"783","obj4kr2",1556769600,"sewer","perc one time visit",88
"784","obj4kr2",1557115200,"sewer","perc one time visit",88
"785","obj4kr2",1557720000,"sewer","perc one time visit",88
"786","obj4kr2",1558411200,"sewer","perc one time visit",88
"787","obj4kr2",1558929600,"sewer","perc one time visit",88
"788","obj4kr2",1559534400,"sewer","perc one time visit",88
"789","obj4kr2",1560139200,"sewer","perc one time visit",88
"790","obj4kr2",1560744000,"sewer","perc one time visit",88
"791","obj4kr2",1561348800,"sewer","perc one time visit",89
"792","obj4kr2",1556769600,"blue bins","perc one time visit",87
"793","obj4kr2",1557115200,"blue bins","perc one time visit",86
"794","obj4kr2",1557720000,"blue bins","perc one time visit",86
"795","obj4kr2",1558411200,"blue bins","perc one time visit",86
"796","obj4kr2",1558929600,"blue bins","perc one time visit",86
"797","obj4kr2",1559534400,"blue bins","perc one time visit",85
"798","obj4kr2",1560139200,"blue bins","perc one time visit",85
"799","obj4kr2",1560744000,"blue bins","perc one time visit",85
"800","obj4kr2",1561348800,"blue bins","perc one time visit",85
"801","obj4kr2",1556769600,"water mains","perc one time visit",88
"802","obj4kr2",1557115200,"water mains","perc one time visit",88
"803","obj4kr2",1557720000,"water mains","perc one time visit",89
"804","obj4kr2",1558411200,"water mains","perc one time visit",89
"805","obj4kr2",1558929600,"water mains","perc one time visit",88
"806","obj4kr2",1559534400,"water mains","perc one time visit",88
"807","obj4kr2",1560139200,"water mains","perc one time visit",88
"808","obj4kr2",1560744000,"water mains","perc one time visit",88
"809","obj4kr2",1561348800,"water mains","perc one time visit",88
"810","obj4kr2",1556769600,"trash","perc one time visit",84
"811","obj4kr2",1557115200,"trash","perc one time visit",84
"812","obj4kr2",1557720000,"trash","perc one time visit",84
"813","obj4kr2",1558411200,"trash","perc one time visit",85
"814","obj4kr2",1558929600,"trash","perc one time visit",85
"815","obj4kr2",1559534400,"trash","perc one time visit",85
"816","obj4kr2",1560139200,"trash","perc one time visit",85
"817","obj4kr2",1560744000,"trash","perc one time visit",85
"818","obj4kr2",1561348800,"trash","perc one time visit",85
"819","obj4kr2",1556769600,"overgrowth","perc one time visit",85
"820","obj4kr2",1557115200,"overgrowth","perc one time visit",85
"821","obj4kr2",1557720000,"overgrowth","perc one time visit",85
"822","obj4kr2",1558411200,"overgrowth","perc one time visit",84
"823","obj4kr2",1558929600,"overgrowth","perc one time visit",84
"824","obj4kr2",1559534400,"overgrowth","perc one time visit",84
"825","obj4kr2",1560139200,"overgrowth","perc one time visit",85
"826","obj4kr2",1560744000,"overgrowth","perc one time visit",86
"827","obj4kr2",1561348800,"overgrowth","perc one time visit",86
"828","obj4kr2",1558411200,"malfunctioning alarms","perc one time visit",78
"829","obj4kr2",1558929600,"malfunctioning alarms","perc one time visit",79
"830","obj4kr2",1559534400,"malfunctioning alarms","perc one time visit",78
"831","obj4kr2",1560139200,"malfunctioning alarms","perc one time visit",78
"832","obj4kr2",1560744000,"malfunctioning alarms","perc one time visit",79
"833","obj4kr2",1561348800,"malfunctioning alarms","perc one time visit",79
